Gender,Height,Weight,Bust/Chest,Cup Size,Waist,Hips,Body Shape Index
Female,"5'6""",74,31,,34,37,2
Female,"6'11""",40,44,A,37,30,0
Male,"6'10""",68,47,B,28,34,2
Female,"4'4""",43,38,C,39,45,3
Male,"6'1""",100,32,,23,43,4
Male,"6'9""",56,33,C,35,42,2
Female,"5'3""",67,44,,37,40,4
Female,"6'3""",89,34,C,24,49,2
Male,"5'1""",47,49,D,32,42,3
Male,"5'6""",73,49,A,25,44,3
Male,"6'9""",98,34,,38,45,2
Male,"6'10""",57,39,,31,42,0
Female,"5'10""",98,45,,34,37,3
Female,"4'10""",66,41,A,28,47,1
Female,"4'1""",55,43,,26,48,0
Female,"6'1""",49,40,B,33,44,2
Female,"5'5""",115,48,A,38,39,0
Male,"5'2""",61,35,A,39,33,1
Female,"4'2""",55,39,C,35,35,3
Female,"6'11""",51,49,D,23,37,3
Female,"6'4""",114,32,,31,36,3
Female,"6'7""",90,44,,37,41,1
Female,"6'6""",40,40,D,27,47,0
Male,"4'4""",66,31,D,36,47,2
Male,"5'10""",106,35,,22,48,2
Male,"6'2""",51,46,C,23,33,0
Female,"5'4""",69,47,D,29,30,3
Male,"5'6""",48,33,B,35,34,2
Male,"4'4""",92,38,nan,39,36,3
Female,"5'7""",100,39,,21,40,4
Female,"4'8""",93,31,A,31,40,4
Female,"6'2""",76,40,,35,39,2
Male,"4'4""",104,40,,29,36,0
Male,"5'1""",81,40,,24,45,0
Female,"4'7""",88,30,,31,30,0
Female,"6'0""",43,43,B,22,30,3
Male,"4'10""",103,30,B,31,41,4
Male,"6'1""",118,38,F,20,45,3
Female,"5'5""",90,30,,21,34,1
Female,"5'2""",111,33,,30,43,1
Male,"4'1""",99,30,,31,47,2
Female,"5'6""",118,48,F,26,38,1
Male,"4'0""",70,39,D,20,31,0
Male,"6'11""",111,44,C,32,41,2
Male,"5'11""",97,49,,32,39,4
Male,"5'0""",43,33,,21,31,4
Female,"5'5""",61,49,C,29,44,1
Female,"6'7""",42,43,,20,33,1
Male,"5'10""",118,34,,26,48,4
Male,"5'7""",86,44,F,32,33,1
Male,"4'7""",77,44,,21,38,1
Male,"5'1""",72,45,,39,42,3
Male,"6'10""",117,45,C,26,39,4
Female,"5'5""",87,33,,36,43,4
Female,"4'1""",104,38,,24,32,1
Female,"4'10""",65,30,,30,32,0
Female,"6'6""",47,34,,30,49,3
Male,"4'1""",89,38,E,30,45,0
Male,"6'5""",119,49,B,36,38,1
Male,"5'2""",77,34,,38,43,4
Male,"4'9""",49,33,B,27,45,0
Male,"6'1""",81,45,E,39,38,2
Female,"5'1""",76,31,A,33,34,0
Male,"5'5""",65,45,,29,42,4
Female,"4'4""",51,47,,26,44,1
Female,"6'3""",88,31,E,21,33,0
Female,"4'0""",53,45,C,36,43,1
Female,"4'1""",85,30,E,20,49,3
Male,"5'7""",74,45,B,32,49,2
Female,"6'9""",68,32,,38,36,4
Female,"4'4""",51,44,D,33,33,4
Female,"5'6""",83,40,,37,46,1
Male,"6'7""",105,39,,39,38,2
Male,"6'6""",41,46,,33,33,4
Male,"6'4""",98,33,,34,32,0
Female,"5'5""",56,46,,33,48,4
Female,"5'1""",49,33,,24,38,0
Male,"4'6""",57,48,,35,37,4
Female,"5'11""",61,30,B,24,36,0
Male,"4'2""",97,43,,32,36,3
Male,"6'9""",92,40,C,35,33,1
Female,"5'3""",40,36,C,34,48,3
Female,"6'11""",100,46,F,24,41,0
Female,"6'7""",70,33,C,25,49,1
Female,"6'6""",70,39,B,32,35,2
Male,"6'6""",105,46,,35,41,0
Male,"4'6""",58,33,,29,49,4
Male,"5'1""",92,48,E,21,33,4
Male,"5'2""",115,47,B,32,31,2
Male,"5'8""",113,46,B,36,44,3
Female,"6'1""",61,35,,20,35,0
Male,"4'9""",62,36,A,23,47,4
Male,"4'3""",54,35,,37,34,1
Male,"5'11""",65,41,,25,33,2
Female,"4'2""",42,38,E,31,40,3
Female,"6'6""",59,47,,39,40,3
Female,"6'10""",79,31,,32,38,1
Female,"5'3""",78,46,,21,32,1
Male,"6'2""",111,30,B,36,40,2
Male,"6'11""",57,38,B,29,31,1
Female,"4'10""",80,35,E,38,38,4
Female,"6'0""",109,31,D,24,39,3
Male,"5'2""",66,35,A,31,40,1
Male,"5'5""",54,38,D,37,32,0
Female,"6'4""",76,32,E,28,46,1
Female,"4'1""",97,45,A,30,40,3
Female,"6'1""",44,44,,23,46,4
Female,"5'5""",112,41,D,29,48,1
Male,"6'10""",46,37,,20,33,4
Male,"4'10""",80,35,,21,31,0
Male,"5'1""",49,32,C,28,43,3
Female,"4'1""",101,33,,37,44,2
Female,"4'0""",65,39,,35,32,3
Male,"5'1""",107,43,C,33,49,2
Male,"6'7""",63,44,,23,42,2
Male,"4'5""",117,36,B,21,42,3
Male,"4'5""",80,36,,31,47,2
Female,"6'7""",104,37,,39,49,4
Male,"4'2""",56,39,C,24,36,0
Male,"6'0""",63,48,,23,45,1
Male,"6'3""",66,48,,34,45,2
Male,"4'7""",46,31,A,22,35,2
Male,"4'0""",112,44,D,36,35,3
Male,"5'7""",51,30,,27,33,4
Male,"4'9""",42,39,,31,32,1
Female,"5'8""",118,35,A,27,30,2
Female,"6'2""",49,42,,39,32,4
Female,"5'6""",72,39,B,39,48,1
Female,"6'4""",85,41,A,24,38,3
Male,"5'3""",98,35,D,25,43,2
Female,"5'8""",91,35,,24,48,3
Female,"6'11""",45,30,,27,48,3
Male,"5'6""",41,41,,37,42,2
Male,"5'7""",68,39,B,23,45,4
Female,"5'5""",79,43,,23,37,4
Female,"6'7""",100,44,B,24,45,3
Male,"6'10""",107,33,,34,38,3
Female,"6'0""",107,30,B,25,38,0
Male,"5'5""",68,37,D,35,32,1
Male,"5'4""",101,32,,33,36,3
Male,"6'11""",99,43,B,33,49,3
Male,"5'11""",80,46,,35,47,1
Female,"6'0""",104,31,,23,31,2
Male,"4'3""",103,44,,30,30,4
Male,"5'8""",118,35,,38,41,2
Female,"4'11""",102,34,,38,45,1
Male,"4'4""",87,43,D,27,41,1
Female,"5'4""",59,48,,29,39,0
Female,"4'9""",76,38,A,24,38,0
Female,"5'7""",103,37,,35,47,4
Male,"6'8""",44,32,A,22,33,3
Female,"4'0""",73,47,C,29,37,1
Female,"4'7""",78,37,,32,33,0
Male,"5'8""",106,45,E,26,45,2
Female,"4'8""",101,44,,31,37,0
Female,"6'10""",63,44,,33,36,2
Female,"5'8""",42,45,,29,42,0
Female,"4'0""",110,30,A,28,37,2
Female,"4'10""",106,39,A,31,36,0
Male,"5'5""",118,48,A,22,34,0
Female,"6'4""",89,34,C,32,47,4
Female,"5'6""",68,47,,25,48,3
Male,"4'7""",113,32,,25,39,1
Male,"5'3""",71,33,B,38,40,3
Male,"4'11""",78,33,D,26,37,4
Female,"6'3""",48,40,,23,35,2
Male,"6'5""",53,38,A,24,40,3
Female,"6'6""",107,30,,20,45,1
Female,"6'5""",103,45,A,37,33,1
Male,"4'10""",59,38,B,36,31,2
Male,"4'9""",67,40,C,28,42,1
Female,"4'10""",53,35,,28,36,4
Male,"6'11""",83,46,,29,46,3
Female,"6'10""",116,41,C,39,42,1
Male,"6'6""",78,37,A,36,39,3
Male,"5'9""",67,45,E,32,42,0
Male,"4'8""",103,34,B,23,39,3
Female,"5'6""",71,30,D,37,36,2
Male,"6'3""",48,46,C,37,39,4
Female,"4'7""",67,37,B,28,45,1
Female,"4'1""",56,39,D,22,32,4
Female,"4'1""",116,47,,26,33,3
Female,"6'7""",94,44,,34,33,1
Male,"6'0""",49,49,,28,33,4
Female,"5'11""",119,42,,28,45,2
Female,"4'8""",45,39,D,23,38,0
Male,"6'7""",87,38,,37,35,0
Female,"5'10""",114,42,,36,39,2
Male,"4'6""",106,32,B,25,33,0
Female,"4'4""",80,32,,26,41,2
Male,"5'10""",118,30,,29,39,3
Female,"5'4""",99,31,,29,41,2
Male,"4'11""",116,40,,25,48,0
Female,"6'8""",81,43,,25,48,3
Female,"6'2""",110,39,C,38,30,2
Male,"6'6""",67,36,B,27,33,2
Male,"6'5""",52,30,C,28,42,3
Male,"6'6""",54,36,,20,37,1
Male,"4'6""",75,44,,35,43,0
Female,"5'5""",54,40,,25,45,1
Female,"5'7""",114,35,B,27,31,3
Male,"4'3""",95,36,,34,37,3
Female,"6'0""",43,36,,31,42,4
Male,"5'0""",91,30,,29,30,4
Male,"5'11""",49,39,,35,41,3
Female,"5'10""",84,44,D,34,46,4
Female,"6'11""",68,37,B,30,36,2
Female,"5'0""",92,48,,26,45,1
Female,"6'1""",68,32,A,27,43,3
Female,"4'2""",62,44,B,30,39,2
Female,"5'5""",96,33,A,28,32,0
Female,"4'8""",89,35,,26,41,0
Male,"5'11""",60,39,C,34,37,4
Male,"6'0""",82,47,B,34,45,4
Male,"6'8""",49,45,,35,30,2
Male,"6'9""",115,47,D,22,46,0
Male,"4'6""",69,35,B,35,35,3
Female,"5'5""",90,48,D,34,30,1
Male,"5'11""",72,46,,20,44,4
Male,"6'3""",57,47,,33,42,2
Male,"6'1""",117,42,C,30,35,4
Male,"5'7""",61,36,,22,42,2
Male,"5'8""",103,49,,28,33,0
Male,"5'4""",60,41,,25,30,4
Male,"5'7""",40,31,F,35,39,2
Female,"4'9""",54,41,nan,30,33,2
Female,"5'10""",75,41,,37,42,4
Male,"5'7""",86,33,E,36,33,1
Female,"4'11""",93,33,,36,45,3
Female,"4'11""",71,47,,22,38,0
Female,"5'10""",97,45,D,38,33,4
Female,"4'6""",85,43,,34,49,4
Male,"4'9""",93,46,,29,37,1
Female,"6'5""",72,46,,27,33,0
Female,"5'5""",78,32,,36,38,4
Female,"6'3""",62,35,B,23,40,1
Male,"6'6""",82,42,,27,34,3
Male,"4'1""",94,38,D,21,38,2
Male,"5'10""",41,38,,27,37,3
Male,"5'7""",105,37,F,26,33,3
Male,"4'10""",77,46,,28,49,3
Male,"5'11""",68,45,,37,30,3
Male,"5'1""",106,45,A,36,49,2
Female,"6'9""",110,48,C,20,42,0
Female,"4'5""",75,45,,31,34,0
Female,"5'6""",68,43,,23,49,1
Male,"5'7""",76,49,,36,39,1
Male,"6'5""",84,43,,26,45,4
Male,"4'2""",55,43,,22,37,3
Male,"6'5""",70,43,B,20,41,3
Male,"5'0""",73,41,C,38,32,2
Female,"5'0""",89,35,,21,33,3
Female,"6'9""",104,49,B,25,46,2
Male,"6'3""",101,42,C,30,49,4
Male,"5'11""",82,45,,23,42,1
Male,"6'10""",95,38,C,20,35,1
Male,"5'10""",54,31,,30,32,4
Female,"4'3""",87,32,F,35,43,4
Male,"6'6""",88,39,C,25,36,3
Male,"5'10""",83,49,D,30,32,1
Male,"5'5""",49,31,B,27,35,0
Male,"6'8""",59,39,B,39,42,4
Female,"5'1""",109,37,,20,43,1
Male,"4'0""",47,46,B,33,44,1
Male,"5'11""",84,30,,21,45,2
Female,"4'7""",73,35,B,25,30,1
Female,"6'2""",90,36,B,28,44,4
Female,"5'4""",43,44,C,33,36,3
Male,"6'2""",78,47,,27,38,1
Male,"6'5""",63,38,C,22,44,0
Female,"5'3""",94,37,C,29,43,4
Female,"6'6""",65,39,,37,48,3
Female,"4'0""",64,33,,39,47,3
Female,"4'9""",75,49,,28,38,4
Female,"6'6""",110,37,B,28,30,3
Female,"4'0""",113,30,B,38,41,0
Male,"4'4""",97,37,C,32,39,1
Male,"6'8""",51,41,A,20,36,4
Male,"6'9""",40,44,,36,43,1
Female,"4'6""",89,42,,23,30,1
Female,"4'6""",64,45,B,23,44,3
Female,"5'7""",119,47,,35,30,4
Female,"6'8""",44,30,,35,42,1
Female,"6'3""",107,46,,34,49,2
Female,"4'6""",45,45,A,25,31,0
Male,"6'9""",65,34,,24,32,3
Male,"4'6""",94,49,A,29,33,4
Female,"4'11""",78,39,B,26,45,4
Male,"5'6""",48,35,A,26,41,3
Female,"6'1""",84,41,,29,33,1
Male,"6'8""",53,39,,29,41,3
Female,"6'1""",94,46,,34,36,4
Female,"6'3""",48,31,,25,49,2
Male,"6'1""",54,48,B,21,32,1
Male,"4'6""",76,49,C,27,34,3
Female,"4'4""",89,35,A,39,41,4
Female,"4'4""",111,42,,34,41,4
Male,"6'6""",60,38,,37,49,4
Male,"5'7""",96,41,,24,36,2
Female,"4'4""",58,47,B,23,41,1
Male,"5'8""",97,37,E,29,31,3
Female,"5'10""",45,47,,38,43,1
Female,"5'9""",43,31,D,33,45,4
Female,"6'8""",82,37,B,32,36,2
Female,"6'2""",81,39,,29,33,2
Male,"5'10""",42,38,,25,49,4
Male,"4'10""",40,47,E,32,34,1
Male,"6'1""",94,37,,30,43,1
Male,"6'3""",54,48,B,34,38,2
Male,"5'5""",86,32,,21,34,0
Male,"4'8""",85,38,A,34,31,2
Male,"4'11""",97,42,,38,34,2
Female,"5'6""",110,38,,36,32,3
Male,"4'8""",78,49,,39,39,2
Male,"4'0""",42,41,nan,37,37,0
Female,"6'5""",69,42,E,25,39,2
Male,"5'9""",74,37,,34,31,1
Male,"6'0""",96,44,B,36,43,3
Female,"4'4""",68,42,C,28,33,3
Male,"4'3""",89,42,,31,41,2
Male,"6'1""",101,46,,24,49,3
Male,"4'10""",91,44,,33,43,3
Female,"4'6""",53,48,C,27,45,2
Male,"5'3""",74,32,,36,34,0
Male,"4'9""",67,43,A,28,45,2
Female,"4'0""",97,39,B,22,33,1
Male,"5'8""",69,46,B,26,32,4
Female,"5'6""",46,37,,31,30,0
Female,"5'4""",78,47,,22,33,2
Male,"5'3""",108,41,E,28,38,0
Female,"4'5""",74,46,A,33,30,4
Female,"4'6""",91,40,,37,45,3
Male,"4'9""",53,38,,30,32,3
Female,"6'6""",102,44,,23,35,4
Female,"4'7""",75,38,,27,42,3
Male,"4'4""",63,41,,37,46,0
Male,"5'7""",79,40,,32,44,3
Male,"4'11""",68,46,,23,41,4
Female,"6'8""",92,35,,29,37,4
Male,"6'0""",61,37,,27,45,4
Female,"5'5""",111,39,D,31,32,1
Female,"5'1""",54,44,,38,33,0
Female,"5'0""",108,33,,31,36,4
Female,"6'0""",103,47,A,21,44,0
Female,"4'9""",43,40,,27,40,1
Female,"4'10""",114,38,,32,45,0
Female,"4'7""",57,38,B,20,43,2
Male,"6'2""",81,37,,22,42,1
Male,"6'0""",69,32,C,21,38,1
Female,"5'2""",54,47,C,39,47,3
Female,"6'11""",109,43,,27,32,4
Male,"4'10""",94,32,A,22,49,1
Female,"4'7""",92,46,B,34,34,0
Male,"4'4""",55,33,C,21,31,2
Male,"4'6""",112,47,A,36,46,0
Male,"6'8""",73,44,,25,45,0
Female,"4'1""",66,48,A,20,49,2
Female,"5'9""",52,35,C,23,42,3
Male,"6'11""",66,44,,38,49,4
Male,"5'3""",112,36,C,26,40,1
Male,"6'6""",108,41,,33,37,4
Male,"6'10""",70,45,A,33,34,3
Male,"5'8""",42,38,,29,31,2
Female,"4'4""",69,49,C,26,33,4
Male,"5'0""",60,34,,35,32,0
Female,"5'1""",45,40,E,23,31,1
Male,"5'8""",71,31,,26,32,1
Female,"4'9""",81,45,,34,45,3
Female,"6'7""",101,33,,36,49,3
Female,"5'5""",71,34,,22,38,2
Female,"5'2""",78,36,,35,35,3
Female,"5'0""",103,35,A,21,44,4
Female,"5'3""",69,39,C,26,34,1
Male,"5'11""",102,43,,35,38,2
Female,"5'10""",70,37,,28,35,3
Male,"5'1""",79,43,A,31,32,0
Female,"6'6""",72,43,A,20,42,1
Female,"6'3""",102,49,,33,44,2
Male,"6'0""",64,32,A,30,40,1
Female,"4'1""",75,30,,37,45,4
Male,"4'9""",63,38,,24,44,3
Male,"4'6""",97,38,,34,35,3
Male,"4'8""",78,31,B,26,43,3
Male,"5'11""",85,45,,33,40,0
Female,"5'5""",116,37,D,39,49,4
Female,"6'2""",49,35,B,27,39,0
Male,"6'5""",71,42,C,23,45,4
Female,"6'7""",75,30,B,22,41,4
Female,"6'10""",67,48,,31,36,4
Male,"6'3""",55,44,,37,36,3
Female,"5'5""",55,30,B,34,47,3
Male,"6'8""",57,39,,30,44,3
Male,"5'1""",47,30,C,30,35,0
Female,"6'1""",119,41,,31,48,2
Female,"5'3""",114,40,,38,37,4
Female,"4'7""",109,46,,36,49,0
Male,"5'7""",40,33,,25,44,3
Male,"5'10""",101,36,,27,33,3
Female,"5'6""",115,41,,34,47,2
Female,"5'9""",77,42,D,39,42,3
Female,"4'10""",84,34,,29,30,4
Female,"4'1""",97,35,,34,37,1
Male,"4'2""",40,31,,31,48,3
Female,"5'4""",71,36,D,30,46,2
Male,"4'6""",47,43,,37,39,1
Male,"4'7""",79,43,,24,30,4
Female,"6'11""",95,39,,31,30,4
Female,"5'3""",102,33,D,24,34,4
Female,"5'0""",113,32,,29,30,2
Male,"5'0""",113,43,B,33,49,1
Female,"5'3""",75,35,D,35,42,4
Female,"4'10""",96,44,,24,38,3
Male,"6'6""",113,37,,30,45,1
Female,"4'7""",84,34,B,38,37,4
Male,"4'7""",118,32,D,27,43,1
Female,"5'9""",119,32,,38,46,3
Male,"5'5""",41,42,,39,33,0
Female,"5'0""",107,31,E,37,36,4
Female,"4'10""",89,30,A,31,46,3
Male,"6'2""",68,41,B,32,45,2
Male,"6'4""",49,37,C,37,43,4
Female,"4'9""",66,48,,34,45,0
Male,"5'6""",54,38,D,34,31,3
Male,"5'11""",99,43,,31,44,3
Male,"4'10""",70,47,A,28,40,1
Male,"6'3""",60,39,F,38,42,4
Female,"5'10""",99,38,,31,33,0
Female,"5'11""",97,35,,24,30,2
Male,"6'9""",80,30,,39,44,1
Male,"5'9""",85,34,,29,41,4
Male,"5'2""",84,39,C,26,38,0
Male,"4'7""",65,42,,30,36,1
Female,"4'9""",90,33,,27,32,0
Female,"5'1""",75,30,,26,45,0
Male,"4'7""",91,31,A,35,33,1
Male,"6'6""",90,33,A,35,43,1
Male,"6'8""",42,46,,33,42,4
Female,"5'1""",53,39,D,34,49,1
Male,"5'0""",88,41,A,39,48,4
Female,"4'8""",116,31,,28,31,0
Male,"4'2""",40,32,A,35,39,1
Female,"4'3""",96,43,,35,48,4
Male,"4'8""",56,44,,24,44,4
Female,"5'1""",89,42,,22,36,2
Male,"5'10""",53,38,C,32,44,4
Male,"6'8""",98,31,,27,46,4
Male,"5'2""",42,48,C,36,45,2
Female,"5'6""",79,45,C,24,46,3
Male,"4'0""",105,40,B,25,45,1
Female,"6'4""",73,41,D,21,47,2
Female,"6'2""",48,30,,33,46,4
Male,"5'4""",60,31,,23,33,4
Male,"4'0""",64,45,F,22,31,1
Male,"5'5""",83,31,,28,46,0
Female,"5'7""",64,48,B,37,46,2
Male,"4'0""",48,39,D,31,31,3
Female,"5'3""",101,48,,28,31,1
Female,"5'10""",65,39,E,37,44,1
Male,"4'9""",96,45,,32,45,2
Male,"4'3""",76,42,C,33,40,4
Male,"4'8""",55,45,C,29,31,4
Male,"4'1""",76,47,B,22,37,3
Male,"4'10""",115,37,C,26,41,2
Male,"5'0""",63,47,,37,43,1
Female,"5'2""",65,42,C,35,43,2
Female,"4'11""",59,36,D,36,41,0
Female,"6'8""",48,47,,25,31,1
Male,"6'9""",68,35,nan,31,43,3
Female,"4'9""",70,38,A,38,41,3
Female,"4'8""",58,35,A,22,38,1
Female,"6'2""",59,47,A,22,37,4
Female,"4'4""",66,46,D,37,49,1
Female,"4'9""",83,41,A,30,45,1
Male,"5'8""",74,32,,25,39,0
Male,"6'6""",110,34,C,38,36,1
Female,"6'11""",61,36,,24,44,2
Female,"4'10""",113,39,B,32,38,2
Female,"4'5""",54,39,,24,33,3
Male,"6'1""",52,48,,22,35,4
Male,"6'8""",43,33,,38,41,3
Female,"4'0""",95,39,,36,44,0
Male,"4'2""",62,47,B,22,48,1
Male,"5'4""",73,32,B,34,31,3
Female,"6'1""",56,32,E,36,48,1
Male,"4'9""",67,34,,32,49,3
Male,"5'3""",53,45,,33,49,1
Female,"4'7""",73,49,,35,31,3
Male,"5'3""",114,42,,30,44,2
Male,"4'11""",96,40,,36,41,0
Female,"5'5""",116,42,,24,30,3
Male,"6'7""",94,48,,34,43,2
Male,"5'9""",105,35,C,37,33,4
Female,"4'1""",76,42,,35,40,3
Female,"5'9""",107,33,E,33,36,1
Female,"6'1""",115,34,C,33,42,0
Male,"4'6""",65,48,,32,43,2
Female,"4'0""",100,34,,20,36,2
Male,"6'3""",106,43,,25,40,0
Female,"4'3""",113,33,,30,49,3
Male,"5'6""",91,41,A,30,49,1
Female,"4'1""",57,35,,35,40,4
Female,"5'0""",92,48,A,22,38,3
Female,"5'6""",102,39,,36,33,0
Female,"4'9""",92,30,F,33,31,3
Male,"5'3""",66,45,D,21,31,3
Female,"4'0""",70,33,A,28,38,0
Female,"4'0""",40,38,D,27,48,0
Male,"6'6""",45,47,B,30,44,4
Female,"4'10""",50,46,,26,47,0
Male,"4'0""",73,44,,21,45,0
Female,"5'10""",102,48,,23,31,0
Female,"5'2""",92,36,B,33,41,2
Female,"4'10""",57,47,,32,30,0
Male,"6'0""",60,35,A,32,31,0
Female,"6'8""",58,48,D,32,43,0
Female,"5'7""",43,41,,24,36,4
Female,"4'10""",116,32,A,31,46,3
Male,"5'4""",68,30,,25,44,0
Male,"5'0""",64,34,B,33,46,0
Female,"6'3""",95,30,,27,38,4
Male,"4'1""",116,37,B,27,42,3
Female,"4'0""",102,36,,26,31,4
Female,"5'9""",66,44,,36,44,1
Female,"4'2""",99,40,A,30,49,1
Female,"4'5""",88,47,C,29,40,1
Female,"6'11""",104,43,A,32,48,0
Female,"5'1""",77,38,,29,43,4
Female,"6'9""",91,34,,33,33,0
Male,"5'5""",40,33,B,28,40,1
Male,"5'1""",79,41,,26,45,3
Male,"5'1""",60,30,,26,31,3
Male,"5'11""",54,42,E,37,31,4
Male,"4'4""",89,30,,35,38,3
Male,"5'4""",87,32,,27,33,1
Male,"5'4""",71,37,,35,37,4
Female,"5'2""",88,47,B,38,47,4
Female,"6'5""",107,45,,34,44,1
Female,"6'10""",84,49,B,34,31,1
Female,"4'10""",71,49,,25,40,1
Male,"4'1""",43,45,,28,46,1
Male,"4'1""",104,31,,34,36,4
Female,"5'1""",110,46,,26,37,3
Female,"5'8""",112,39,,27,39,1
Male,"5'2""",104,36,B,37,32,2
Female,"6'9""",119,39,,35,42,4
Female,"6'3""",57,48,,34,46,0
Female,"4'5""",93,49,,22,42,3
Female,"5'3""",86,38,,20,48,4
Male,"5'6""",45,46,C,32,38,1
Female,"4'2""",105,38,,31,45,2
Female,"4'2""",48,38,,28,34,0
Male,"4'5""",107,34,,21,38,3
Male,"6'10""",62,36,,28,38,1
Female,"5'8""",82,40,D,27,35,4
Male,"6'6""",90,37,A,24,39,4
Female,"5'7""",111,43,,32,47,3
Female,"5'8""",64,31,,21,40,2
Male,"6'9""",119,39,,29,44,1
Female,"5'8""",74,45,,25,36,3
Female,"6'8""",56,45,,26,43,3
Female,"5'1""",57,48,E,22,37,4
Female,"4'11""",66,40,D,33,48,3
Male,"4'2""",54,35,,35,44,0
Male,"4'4""",108,35,,25,48,0
Female,"5'1""",119,36,,27,47,1
Male,"6'8""",54,45,D,20,46,3
Female,"5'5""",81,42,,39,32,4
Female,"5'7""",73,32,,34,32,1
Female,"5'11""",87,38,A,36,36,2
Female,"4'8""",47,32,A,37,39,4
Female,"4'8""",49,35,,22,46,2
Male,"5'6""",44,46,,25,44,1
Female,"6'9""",87,32,,36,37,0
Male,"6'10""",65,31,,32,46,4
Male,"5'5""",62,41,C,36,32,4
Female,"4'0""",101,35,E,35,33,1
Female,"6'1""",52,39,,36,37,4
Female,"6'8""",48,40,C,20,42,4
Female,"6'1""",59,45,,35,30,1
Female,"6'1""",96,45,B,25,47,3
Male,"4'5""",63,47,,27,40,1
Female,"6'9""",72,38,,20,35,4
Female,"5'9""",59,48,A,21,45,1
Male,"5'8""",99,31,C,34,48,4
Male,"6'2""",87,30,D,24,46,2
Female,"6'2""",103,45,A,39,47,2
Male,"6'11""",69,47,A,34,40,0
Female,"6'5""",112,32,,29,43,1
Male,"4'3""",56,30,,24,41,1
Male,"4'2""",53,35,B,22,49,2
Female,"4'4""",58,48,,25,36,2
Male,"4'10""",110,48,,34,46,2
Male,"6'4""",98,40,,37,34,0
Male,"6'10""",106,37,,33,43,0
Male,"6'11""",83,34,C,29,42,3
Male,"5'11""",71,49,,23,41,1
Male,"6'4""",50,38,,30,43,0
Female,"6'8""",41,44,,39,38,4
Female,"4'9""",107,43,,26,33,1
Male,"5'9""",56,33,D,34,48,3
Female,"4'6""",79,37,,28,30,2
Female,"5'2""",85,49,,34,42,3
Female,"6'0""",43,46,,31,35,1
Male,"4'9""",77,31,D,37,30,2
Female,"4'1""",102,49,C,25,46,3
Male,"5'5""",68,45,,37,32,3
Female,"4'9""",58,39,,37,46,1
Male,"4'0""",68,31,A,25,31,0
Male,"5'3""",74,40,,34,36,4
Female,"6'0""",109,39,C,38,30,3
Female,"4'7""",62,48,,24,44,4
Male,"5'10""",85,43,,23,33,1
Female,"6'1""",83,40,F,36,35,1
Female,"4'10""",87,38,,29,42,0
Female,"6'11""",91,36,,31,42,2
Male,"5'10""",47,44,,24,49,4
Male,"4'0""",94,49,E,26,30,3
Female,"6'10""",105,46,E,31,31,2
Female,"4'2""",116,32,,21,35,4
Female,"5'0""",79,44,,39,40,4
Male,"5'10""",70,43,,36,47,2
Male,"6'1""",87,37,,32,42,2
Female,"6'11""",100,33,B,24,41,0
Female,"5'6""",91,39,D,24,49,3
Female,"5'0""",77,31,E,39,36,3
Female,"4'6""",75,43,,31,49,3
Female,"6'3""",94,37,,31,36,2
Female,"5'5""",52,39,C,26,36,0
Male,"5'7""",76,47,,25,31,1
Female,"4'5""",86,44,,29,40,0
Male,"6'8""",110,34,B,38,30,2
Female,"5'7""",61,42,,35,42,0
Female,"4'2""",78,47,F,21,41,2
Male,"5'5""",97,31,,23,42,4
Male,"4'7""",69,42,,28,36,4
Male,"4'8""",57,43,,24,41,1
Male,"5'8""",57,39,,20,46,4
Female,"6'4""",113,33,,30,37,1
Male,"6'8""",78,44,B,38,32,3
Female,"5'3""",65,37,A,22,36,2
Male,"4'0""",110,44,,20,48,3
Female,"5'2""",46,43,,23,49,3
Female,"5'5""",108,38,A,28,37,1
Female,"5'3""",104,49,C,35,43,2
Female,"5'8""",85,32,,26,43,1
Female,"5'2""",57,44,B,24,31,0
Female,"5'0""",52,46,A,32,35,3
Male,"6'0""",64,45,D,30,45,2
Female,"6'8""",47,33,,33,38,3
Male,"6'10""",113,40,D,36,44,0
Male,"4'4""",71,37,D,31,48,0
Female,"6'2""",56,32,B,38,44,2
Male,"4'7""",118,48,C,24,41,2
Female,"4'2""",118,43,,27,38,0
Male,"6'4""",87,38,A,21,45,3
Female,"6'11""",102,32,B,36,35,4
Male,"5'3""",79,33,B,21,49,3
Female,"4'2""",54,33,,22,44,4
Female,"4'9""",45,40,,39,42,1
Female,"4'6""",102,48,,37,39,2
Female,"5'1""",47,45,D,34,43,0
Male,"6'6""",71,46,B,24,32,1
Female,"6'4""",84,39,A,36,41,3
Male,"4'11""",91,46,,33,30,4
Male,"6'2""",118,45,B,20,45,2
Male,"4'5""",52,49,B,33,39,4
Female,"4'1""",63,35,,28,38,3
Male,"6'2""",79,36,E,24,47,3
Male,"4'7""",53,43,E,23,30,0
Male,"6'10""",114,40,,20,39,1
Female,"5'3""",109,41,,22,36,2
Female,"4'7""",101,43,,39,39,0
Male,"6'8""",100,34,,30,41,4
Female,"5'3""",40,34,,35,40,1
Female,"5'8""",105,49,A,30,38,2
Male,"4'11""",71,44,,29,34,4
Male,"6'11""",52,30,A,31,33,2
Female,"5'1""",72,38,A,24,49,2
Male,"5'11""",71,32,,29,42,1
Female,"4'3""",95,33,,32,37,4
Female,"4'11""",63,45,D,38,45,0
